Station,Date,Daily_Entry,Daily_Exit	
103 ST-CORONA,03/31/2020,2609,2883	
103 ST-CORONA,04/01/2020,2730,2751	
103 ST-CORONA,04/02/2020,2540,2515	
103 ST-CORONA,04/03/2020,2574,2476	
103 ST-CORONA,04/04/2020,1716,1837	
103 ST-CORONA,04/05/2020,1339,1569	
103 ST-CORONA,04/06/2020,2388,2477	
103 ST-CORONA,04/07/2020,2230,2431	
103 ST-CORONA,04/08/2020,2147,2163	
103 ST-CORONA,04/09/2020,2062,2127	
103 ST-CORONA,04/10/2020,2140,2348	
103 ST-CORONA,04/11/2020,1548,1748	
103 ST-CORONA,04/12/2020,1282,1483	
103 ST-CORONA,04/13/2020,1782,2157	
103 ST-CORONA,04/14/2020,2290,2612	
103 ST-CORONA,04/15/2020,2275,2558	
103 ST-CORONA,04/16/2020,2292,2373	
103 ST-CORONA,04/17/2020,2438,2718	
103 ST-CORONA,04/18/2020,1729,1915	
103 ST-CORONA,04/19/2020,1377,1780	
103 ST-CORONA,04/20/2020,2505,2679	
103 ST-CORONA,04/21/2020,2486,2653	
103 ST-CORONA,04/22/2020,2700,3038	
103 ST-CORONA,04/23/2020,2824,2964	
103 ST-CORONA,04/24/2020,2629,2959	
103 ST-CORONA,04/25/2020,1664,2194	
103 ST-CORONA,04/26/2020,1439,1785	
103 ST-CORONA,04/27/2020,2899,3208	
103 ST-CORONA,04/28/2020,3116,3350	
103 ST-CORONA,04/29/2020,3236,3299	
103 ST-CORONA,04/30/2020,3122,3256	
103 ST-CORONA,05/01/2020,3178,3410	
103 ST-CORONA,05/02/2020,2275,2731	
103 ST-CORONA,05/03/2020,1767,2221	
103 ST-CORONA,05/04/2020,3366,3822	
103 ST-CORONA,05/05/2020,3460,3662	
103 ST-CORONA,05/06/2020,3564,3772	
103 ST-CORONA,05/07/2020,3856,3963	
103 ST-CORONA,05/08/2020,3803,4010	
103 ST-CORONA,05/09/2020,2482,1160	
103 ST-CORONA,05/10/2020,1957,1182	
103 ST-CORONA,05/11/2020,3476,3882	
103 ST-CORONA,05/12/2020,3984,4050	
103 ST-CORONA,05/13/2020,3852,4149	
103 ST-CORONA,05/14/2020,4023,4164	
103 ST-CORONA,05/15/2020,4099,4400	
103 ST-CORONA,05/16/2020,2157,3542	
103 ST-CORONA,05/17/2020,1552,2467	
103 ST-CORONA,05/18/2020,4221,4559	
103 ST-CORONA,05/19/2020,4701,4730	
103 ST-CORONA,05/20/2020,4866,4823	
103 ST-CORONA,05/21/2020,4748,4946	
103 ST-CORONA,05/22/2020,4945,4915	
103 ST-CORONA,05/23/2020,2914,3264	
103 ST-CORONA,05/24/2020,2399,2915	
103 ST-CORONA,05/25/2020,3221,3455	
103 ST-CORONA,05/26/2020,5150,5143	
103 ST-CORONA,05/27/2020,4911,5281	
103 ST-CORONA,05/28/2020,4695,5178	
103 ST-CORONA,05/29/2020,5108,5147	
103 ST-CORONA,05/30/2020,3572,3747	
103 ST-CORONA,05/31/2020,2726,3030	
103 ST-CORONA,06/01/2020,5404,5393	
103 ST-CORONA,06/02/2020,4919,5156	
103 ST-CORONA,06/03/2020,4856,5242	
103 ST-CORONA,06/04/2020,5574,5163	
103 ST-CORONA,06/05/2020,5567,5112	
103 ST-CORONA,06/06/2020,3041,3835	
103 ST-CORONA,06/07/2020,2180,3119	
103 ST-CORONA,06/08/2020,6014,5743	
103 ST-CORONA,06/09/2020,6300,6000	
103 ST-CORONA,06/10/2020,5823,6019	
103 ST-CORONA,06/11/2020,6008,5861	
103 ST-CORONA,06/12/2020,7051,6175	
103 ST-CORONA,06/13/2020,3257,4467	
103 ST-CORONA,06/14/2020,2211,3357	
103 ST-CORONA,06/15/2020,6292,6417	
103 ST-CORONA,06/16/2020,6966,6431	
103 ST-CORONA,06/17/2020,6852,6612	
103 ST-CORONA,06/18/2020,7224,6678	
103 ST-CORONA,06/19/2020,7080,6580	
103 ST-CORONA,06/20/2020,4451,5088	
103 ST-CORONA,06/21/2020,3301,3814	
103 ST-CORONA,06/22/2020,7009,6825	
103 ST-CORONA,06/23/2020,6981,6908	
103 ST-CORONA,06/24/2020,7238,6668	
103 ST-CORONA,06/25/2020,7186,6931	
103 ST-CORONA,06/26/2020,7450,7099	
103 ST-CORONA,06/27/2020,4674,3144	
103 ST-CORONA,06/28/2020,3559,1816	
103 ST-CORONA,06/29/2020,7421,7199	
103 ST-CORONA,06/30/2020,7709,7227	
103 ST-CORONA,07/01/2020,7739,7277	
103 ST-CORONA,07/02/2020,7953,7207	
103 ST-CORONA,07/03/2020,7077,7243	
103 ST-CORONA,07/04/2020,4453,1668	
103 ST-CORONA,07/05/2020,3682,1791	
103 ST-CORONA,07/06/2020,-6716494,-1974818	
103 ST-CORONA,07/07/2020,6732039,1989961	
103 ST-CORONA,07/08/2020,7544,7612	
103 ST-CORONA,07/09/2020,8048,7751	
103 ST-CORONA,07/10/2020,7515,7806	
103 ST-CORONA,07/11/2020,4609,5396	
103 ST-CORONA,07/12/2020,2969,4204	
103 ST-CORONA,07/13/2020,7749,7807	
103 ST-CORONA,07/14/2020,7941,7950	
103 ST-CORONA,07/15/2020,8194,7936	
103 ST-CORONA,07/16/2020,8414,7781	
103 ST-CORONA,07/17/2020,8522,7826	
103 ST-CORONA,07/18/2020,5543,2270	
103 ST-CORONA,07/19/2020,4022,1955	
103 ST-CORONA,07/20/2020,7698,7848	
103 ST-CORONA,07/21/2020,7966,7947	
103 ST-CORONA,07/22/2020,7823,7987	
103 ST-CORONA,07/23/2020,8259,7837	
103 ST-CORONA,07/24/2020,8224,7793	
103 ST-CORONA,07/25/2020,4405,5429	
103 ST-CORONA,07/26/2020,3060,4338	
103 ST-CORONA,07/27/2020,8532,8021	
103 ST-CORONA,07/28/2020,8188,7932	
103 ST-CORONA,07/29/2020,7590,8330	
103 ST-CORONA,07/30/2020,8085,7987	
103 ST-CORONA,07/31/2020,8110,8097	
103 ST-CORONA,08/01/2020,5649,2910	
103 ST-CORONA,08/02/2020,3999,2754	
103 ST-CORONA,08/03/2020,8133,8348	
103 ST-CORONA,08/04/2020,6034,5248	
103 ST-CORONA,08/05/2020,8018,8269	
103 ST-CORONA,08/06/2020,8035,8247	
103 ST-CORONA,08/07/2020,53769,60267	
103 ST-CORONA,08/15/2020,5027,6522	
103 ST-CORONA,08/16/2020,3752,4909	
103 ST-CORONA,08/17/2020,7867,8599	
103 ST-CORONA,08/18/2020,8314,8333	
103 ST-CORONA,08/19/2020,6074,8288	
103 ST-CORONA,08/20/2020,7695,8505	
103 ST-CORONA,08/21/2020,8123,8497	
103 ST-CORONA,08/22/2020,4507,6193	
103 ST-CORONA,08/23/2020,3077,4698	
103 ST-CORONA,08/24/2020,7821,8425	
103 ST-CORONA,08/25/2020,7073,7741	
103 ST-CORONA,08/26/2020,7587,7969	
103 ST-CORONA,08/27/2020,8138,7895	
103 ST-CORONA,08/28/2020,7935,7801	
103 ST-CORONA,08/29/2020,5567,6507	
103 ST-CORONA,08/30/2020,4611,5633	
103 ST-CORONA,08/31/2020,8284,9272	
103 ST-CORONA,09/01/2020,8301,9503	
103 ST-CORONA,09/02/2020,8923,8681	
103 ST-CORONA,09/03/2020,8874,9527	
103 ST-CORONA,09/04/2020,9523,9367	
103 ST-CORONA,09/05/2020,6618,7363	
103 ST-CORONA,09/06/2020,5053,6201	
103 ST-CORONA,09/07/2020,5675,6554	
103 ST-CORONA,09/08/2020,8986,9629	
103 ST-CORONA,09/09/2020,9134,9681	
103 ST-CORONA,09/10/2020,9031,9201	
103 ST-CORONA,09/11/2020,10196,9685	
103 ST-CORONA,09/12/2020,6787,7836	
103 ST-CORONA,09/13/2020,5208,6305	
103 ST-CORONA,09/14/2020,9725,9634	
103 ST-CORONA,09/15/2020,9379,9674	
103 ST-CORONA,09/16/2020,9200,9714	
103 ST-CORONA,09/17/2020,9758,10111	
103 ST-CORONA,09/18/2020,9621,10119	
103 ST-CORONA,09/19/2020,7367,7908	
103 ST-CORONA,09/20/2020,5430,6187	
103 ST-CORONA,09/21/2020,9583,9708	
103 ST-CORONA,09/22/2020,9420,9878	
103 ST-CORONA,09/23/2020,9461,10133	
103 ST-CORONA,09/24/2020,9594,9932	
103 ST-CORONA,09/25/2020,72218,73648	
103 ST-CORONA,10/03/2020,7623,7940	
103 ST-CORONA,10/04/2020,5611,6322	
103 ST-CORONA,10/05/2020,9796,10052	
103 ST-CORONA,10/06/2020,9614,10178	
103 ST-CORONA,10/07/2020,10258,10224	
103 ST-CORONA,10/08/2020,10484,10464	
103 ST-CORONA,10/09/2020,10276,9152	
103 ST-CORONA,10/10/2020,6114,7683	
103 ST-CORONA,10/11/2020,3921,5697	
103 ST-CORONA,10/12/2020,7995,8774	
103 ST-CORONA,10/13/2020,10180,10265	
103 ST-CORONA,10/14/2020,10416,10252	
103 ST-CORONA,10/15/2020,10765,10562	
103 ST-CORONA,10/16/2020,10306,10337	
103 ST-CORONA,10/17/2020,5984,7314	
103 ST-CORONA,10/18/2020,3713,5850	
103 ST-CORONA,10/19/2020,10238,10274	
103 ST-CORONA,10/20/2020,10273,10030	
103 ST-CORONA,10/21/2020,10575,10617	
103 ST-CORONA,10/22/2020,10519,10565	
103 ST-CORONA,10/23/2020,11058,10408	
103 ST-CORONA,10/24/2020,7236,8267	
103 ST-CORONA,10/25/2020,5627,6469	
103 ST-CORONA,10/26/2020,9738,10088	
103 ST-CORONA,10/27/2020,10394,10397	
103 ST-CORONA,10/28/2020,10569,10464	
103 ST-CORONA,10/29/2020,9886,10041	
103 ST-CORONA,10/30/2020,10872,10308	
103 ST-CORONA,10/31/2020,8165,8176	
103 ST-CORONA,11/01/2020,5510,6610	
103 ST-CORONA,11/02/2020,10340,10174	
103 ST-CORONA,11/03/2020,9863,9938	
103 ST-CORONA,11/04/2020,10169,10534	
103 ST-CORONA,11/05/2020,10600,10785	
103 ST-CORONA,11/06/2020,11294,10651	
103 ST-CORONA,11/07/2020,7702,8384	
103 ST-CORONA,11/08/2020,5826,6577	
103 ST-CORONA,11/09/2020,10678,10363	
103 ST-CORONA,11/10/2020,10649,10586	
103 ST-CORONA,11/11/2020,10296,10291	
103 ST-CORONA,11/12/2020,10478,10674	
103 ST-CORONA,11/13/2020,10857,10652	
103 ST-CORONA,11/14/2020,7946,8517	
103 ST-CORONA,11/15/2020,5678,6405	
103 ST-CORONA,11/16/2020,10360,10303	
103 ST-CORONA,11/17/2020,10453,10458	
103 ST-CORONA,11/18/2020,10439,10423	
103 ST-CORONA,11/19/2020,10775,10486	
104 ST,01/01/2020,754,521	
104 ST,01/02/2020,2103,1285	
104 ST,01/03/2020,2105,1317	
104 ST,01/04/2020,1018,611	
104 ST,01/05/2020,860,544	
104 ST,01/06/2020,2204,1357	
104 ST,01/07/2020,3104588,1020130	
104 ST,01/08/2020,2085,1089	
104 ST,01/09/2020,2071,1114	
104 ST,01/10/2020,2104,1112	
104 ST,01/11/2020,403,246	
104 ST,01/12/2020,322,237	
104 ST,01/13/2020,2135,1122	
104 ST,01/14/2020,2063,1142	
104 ST,01/15/2020,2104,1175	
104 ST,01/16/2020,2062,1104	
104 ST,01/17/2020,2134,1031	
104 ST,01/18/2020,964,549	
104 ST,01/19/2020,772,452	
104 ST,01/20/2020,1367,633	
104 ST,01/21/2020,1632,1117	
104 ST,01/22/2020,2095,1073	
104 ST,01/23/2020,2058,1013	
104 ST,01/24/2020,2071,969	
104 ST,01/25/2020,584,317	
104 ST,01/26/2020,523,221	
104 ST,01/27/2020,2025,1065	
104 ST,01/28/2020,2180,1154	
104 ST,01/29/2020,2187,1168	
104 ST,01/30/2020,2167,1173	
104 ST,01/31/2020,2197,1097	
104 ST,02/01/2020,1086,541	
104 ST,02/02/2020,819,427	
104 ST,02/03/2020,2047,1146	
104 ST,02/04/2020,1655,1213	
104 ST,02/05/2020,2156,1158	
104 ST,02/06/2020,2145,1231	
104 ST,02/07/2020,2107,1109	
104 ST,02/08/2020,738,316	
104 ST,02/09/2020,547,220	
104 ST,02/10/2020,2129,1142	
104 ST,02/11/2020,2175,1202	
104 ST,02/12/2020,2097,1150	
104 ST,02/13/2020,2115,1136	
104 ST,02/14/2020,2096,1063	
104 ST,02/15/2020,1042,585	
104 ST,02/16/2020,785,447	
104 ST,02/17/2020,1317,663	
104 ST,02/18/2020,1904,1074	
104 ST,02/19/2020,2005,1058	
104 ST,02/20/2020,1915,1035	
104 ST,02/21/2020,1897,981	
104 ST,02/22/2020,1080,581	
104 ST,02/23/2020,753,438	
104 ST,02/24/2020,2138,1157	
104 ST,02/25/2020,2121,1154	
104 ST,02/26/2020,-278689,-188257	
104 ST,02/27/2020,2336,1236	
104 ST,02/28/2020,2252,1147	
104 ST,02/29/2020,1160,629	
104 ST,03/01/2020,850,516	
104 ST,03/02/2020,2271,1111	
104 ST,03/03/2020,2383,1175	
104 ST,03/04/2020,2267,1150	
104 ST,03/05/2020,2269,1191	
104 ST,03/06/2020,2299,1149	
104 ST,03/07/2020,1969,1046	
104 ST,03/09/2020,2207,1126	
104 ST,03/10/2020,2186,1067	
104 ST,03/11/2020,2226,1115	
104 ST,03/12/2020,2043,1064	
104 ST,03/13/2020,1930,951	
104 ST,03/14/2020,1006,525	
104 ST,03/15/2020,667,396	
104 ST,03/16/2020,1349,735	
104 ST,03/17/2020,1192,627	
104 ST,03/18/2020,1145,547	
104 ST,03/19/2020,1019,532	
104 ST,03/20/2020,950,478	
104 ST,03/21/2020,462,285	
104 ST,03/22/2020,317,195	
104 ST,03/23/2020,523,290	
104 ST,03/24/2020,495,291	
104 ST,03/25/2020,481,266	
104 ST,03/26/2020,477,280	
104 ST,03/27/2020,423,243	
104 ST,03/28/2020,207,170	
104 ST,03/29/2020,184,152	
104 ST,03/30/2020,319,219	
104 ST,03/31/2020,282,209	
104 ST,04/01/2020,305,194	
104 ST,04/02/2020,285,200	
104 ST,04/03/2020,307,184	
104 ST,04/04/2020,179,155	
104 ST,04/05/2020,147,96	
104 ST,04/06/2020,278,193	
104 ST,04/07/2020,275,168	
104 ST,04/08/2020,259,186	
104 ST,04/09/2020,256,151	
104 ST,04/10/2020,242,136	
104 ST,04/11/2020,174,113	
104 ST,04/12/2020,126,83	
104 ST,04/13/2020,255,163	
104 ST,04/14/2020,261,156	
104 ST,04/15/2020,268,164	
104 ST,04/16/2020,292,166	
104 ST,04/17/2020,327,185	
104 ST,04/18/2020,179,123	
104 ST,04/19/2020,163,101	
104 ST,04/20/2020,319,196	
104 ST,04/21/2020,265,185	
104 ST,04/22/2020,319,195	
104 ST,04/23/2020,337,195	
104 ST,04/24/2020,330,185	
104 ST,04/25/2020,219,126	
104 ST,04/26/2020,146,122	
104 ST,04/27/2020,354,211	
104 ST,04/28/2020,350,208	
104 ST,04/29/2020,337,194	
104 ST,04/30/2020,369,185	
104 ST,05/01/2020,371,191	
104 ST,05/02/2020,279,149	
104 ST,05/03/2020,196,147	
104 ST,05/04/2020,403,229	
104 ST,05/05/2020,349,231	
104 ST,05/06/2020,374,223	
104 ST,05/07/2020,383,223	
104 ST,05/08/2020,420,225	
104 ST,05/09/2020,252,167	
104 ST,05/10/2020,189,125	
104 ST,05/11/2020,429,244	
104 ST,05/12/2020,418,257	
104 ST,05/13/2020,449,242	
104 ST,05/14/2020,462,253	
104 ST,05/15/2020,454,245	
104 ST,05/16/2020,308,182	
104 ST,05/17/2020,235,164	
104 ST,05/18/2020,501,282	
104 ST,05/19/2020,496,243	
104 ST,05/20/2020,530,269	
104 ST,05/21/2020,537,236	
104 ST,05/22/2020,521,283	
104 ST,05/23/2020,323,182	
104 ST,05/24/2020,240,154	
104 ST,05/25/2020,318,205	
104 ST,05/26/2020,554,240	
104 ST,05/27/2020,533,287	
104 ST,05/28/2020,561,282	
104 ST,05/29/2020,529,263	
104 ST,05/30/2020,373,211	
104 ST,05/31/2020,231,151	
104 ST,06/01/2020,463,314	
104 ST,06/02/2020,520,297	
104 ST,06/03/2020,537,287	
104 ST,06/04/2020,557,311	
104 ST,06/05/2020,560,286	
104 ST,06/06/2020,330,188	
104 ST,06/07/2020,249,143	
104 ST,06/08/2020,635,340	
104 ST,06/09/2020,635,332	
104 ST,06/10/2020,628,325	
104 ST,06/11/2020,671,378	
104 ST,06/12/2020,719,362	
104 ST,06/13/2020,406,249	
104 ST,06/14/2020,301,215	
104 ST,06/15/2020,656,389	
104 ST,06/16/2020,684,356	
104 ST,06/17/2020,727,378	
104 ST,06/18/2020,699,400	
104 ST,06/19/2020,745,395	
104 ST,06/20/2020,417,230	
104 ST,06/21/2020,334,210	
104 ST,06/22/2020,723,396	
104 ST,06/23/2020,817,401	
104 ST,06/24/2020,824,420	
104 ST,06/25/2020,777,413	
104 ST,06/26/2020,759,443	
104 ST,06/27/2020,383,239	
104 ST,06/28/2020,355,223	
104 ST,06/29/2020,777,447	
104 ST,06/30/2020,801,424	
104 ST,07/01/2020,787,423	
104 ST,07/02/2020,851,449	
104 ST,07/03/2020,657,331	
104 ST,07/04/2020,401,239	
104 ST,07/05/2020,344,220	
104 ST,07/06/2020,794,435	
104 ST,07/07/2020,832,432	
104 ST,07/08/2020,821,436	
104 ST,07/09/2020,862,436	
104 ST,07/10/2020,767,362	
104 ST,07/11/2020,425,280	
104 ST,07/12/2020,398,265	
104 ST,07/13/2020,828,413	
104 ST,07/14/2020,894,418	
104 ST,07/15/2020,856,455	
104 ST,07/16/2020,926,491	
104 ST,07/17/2020,863,408	
104 ST,07/18/2020,505,289	
104 ST,07/19/2020,402,280	
104 ST,07/20/2020,832,440	
104 ST,07/21/2020,920,476	
104 ST,07/22/2020,866,466	
104 ST,07/23/2020,874,410	
104 ST,07/24/2020,827,445	
104 ST,07/25/2020,484,291	
104 ST,07/26/2020,344,239	
104 ST,07/27/2020,784,420	
104 ST,07/28/2020,870,467	
104 ST,07/29/2020,890,488	
104 ST,07/30/2020,886,467	
104 ST,07/31/2020,835,476	
104 ST,08/01/2020,528,316	
104 ST,08/02/2020,349,240	
104 ST,08/03/2020,843,475	
104 ST,08/04/2020,744,381	
104 ST,08/05/2020,884,475	
104 ST,08/06/2020,925,472	
104 ST,08/07/2020,6339,3432	
104 ST,08/15/2020,534,302	
104 ST,08/16/2020,334,244	
104 ST,08/17/2020,889,420	
104 ST,08/18/2020,884,538	
104 ST,08/19/2020,889,496	
104 ST,08/20/2020,939,512	
104 ST,08/21/2020,871,420	
104 ST,08/22/2020,545,279	
104 ST,08/23/2020,409,255	
104 ST,08/24/2020,878,480	
104 ST,08/25/2020,271362,184022	
104 ST,08/26/2020,-269605,-182978	
104 ST,08/27/2020,881264,287792	
104 ST,08/28/2020,-879347,-286890	
104 ST,08/29/2020,537,312	
104 ST,08/30/2020,414,282	
104 ST,08/31/2020,974,496	
104 ST,09/01/2020,1049,558	
104 ST,09/02/2020,1060,607	
104 ST,09/03/2020,1055,571	
104 ST,09/04/2020,1075,542	
104 ST,09/05/2020,679,370	
104 ST,09/06/2020,485,289	
104 ST,09/07/2020,596,372	
104 ST,09/08/2020,1057,586	
104 ST,09/09/2020,1100,594	
104 ST,09/10/2020,1012,602	
104 ST,09/11/2020,1021,554	
104 ST,09/12/2020,642,353	
104 ST,09/13/2020,446,290	
104 ST,09/14/2020,872,557	
104 ST,09/15/2020,926,562	
104 ST,09/16/2020,1032,592	
104 ST,09/17/2020,1015,573	
104 ST,09/18/2020,985,616	
104 ST,09/19/2020,597,344	
104 ST,09/20/2020,461,293	
104 ST,09/21/2020,923,414	
104 ST,09/22/2020,872,506	
104 ST,09/23/2020,842,503	
104 ST,09/24/2020,794,470	
104 ST,09/25/2020,5920,3410	
104 ST,10/03/2020,559,323	
104 ST,10/04/2020,401,251	
104 ST,10/05/2020,883,509	
104 ST,10/06/2020,795,435	
104 ST,10/07/2020,795,467	
104 ST,10/08/2020,841,513	
104 ST,10/09/2020,888,533	
104 ST,10/10/2020,553,346	
104 ST,10/11/2020,481,317	
104 ST,10/12/2020,759,426	
104 ST,10/13/2020,893,537	
104 ST,10/14/2020,1021,509	
104 ST,10/15/2020,951,459	
104 ST,10/16/2020,922,531	
104 ST,10/17/2020,579,318	
104 ST,10/18/2020,467,270	
104 ST,10/19/2020,898,463	
104 ST,10/20/2020,955,503	
104 ST,10/21/2020,937,454	
104 ST,10/22/2020,900,501	
104 ST,10/23/2020,927,458	
104 ST,10/24/2020,571,320	
104 ST,10/25/2020,466,274	
104 ST,10/26/2020,932,450	
104 ST,10/27/2020,982,464	
104 ST,10/28/2020,964,502	
104 ST,10/29/2020,910,499	
104 ST,10/30/2020,916,484	
104 ST,10/31/2020,681,377	
104 ST,11/01/2020,386,376	
104 ST,11/02/2020,913,793	
104 ST,11/03/2020,944,788	
104 ST,11/04/2020,1029,848	
104 ST,11/05/2020,1014,812	
104 ST,11/06/2020,1110,868	
104 ST,11/07/2020,630,562	
104 ST,11/08/2020,469,457	
104 ST,11/09/2020,1050,857	
104 ST,11/10/2020,977,797	
104 ST,11/11/2020,894,723	
104 ST,11/12/2020,1039,831	
104 ST,11/13/2020,996,777	
104 ST,11/14/2020,554,544	
104 ST,11/15/2020,485,411	
104 ST,11/16/2020,948,720	
104 ST,11/17/2020,984,704	
104 ST,11/18/2020,1027,707	
104 ST,11/19/2020,1045,692	
110 ST,01/01/2020,4069,4594	
110 ST,01/02/2020,9729,8981	
110 ST,01/03/2020,9874,9192	
110 ST,01/04/2020,6066,6114	
110 ST,01/05/2020,4560,4977	
110 ST,01/06/2020,10319,9485	
110 ST,01/07/2020,10600,9765	
110 ST,01/08/2020,10719,9770	
110 ST,01/09/2020,10692,9573	
110 ST,01/10/2020,11156,9944	
110 ST,01/11/2020,6461,6795	
110 ST,01/12/2020,4704,5209	
110 ST,01/13/2020,11169,10108	
110 ST,01/14/2020,10591,9569	
110 ST,01/15/2020,10966,9953	
110 ST,01/16/2020,10876,9967	
110 ST,01/17/2020,10931,9852	
110 ST,01/18/2020,5669,5503	
110 ST,01/19/2020,4532,4645	
110 ST,01/20/2020,6292,6450	
110 ST,01/21/2020,10252,9563	
110 ST,01/22/2020,10622,9468	
110 ST,01/23/2020,10649,9307	
110 ST,01/24/2020,10914,9977	
110 ST,01/25/2020,5406,5362	
110 ST,01/26/2020,4472,4322	
110 ST,01/27/2020,10018,9449	
110 ST,01/28/2020,10787,9879	
110 ST,01/29/2020,10936,10206	
110 ST,01/30/2020,10894,9496	
110 ST,01/31/2020,11116,10070	
110 ST,02/01/2020,6132,5973	
110 ST,02/02/2020,4621,4854	
110 ST,02/03/2020,10216,9685	
110 ST,02/04/2020,11005,10161	
110 ST,02/05/2020,11112,9908	
110 ST,02/06/2020,10918,9914	
110 ST,02/07/2020,11115,10154	
110 ST,02/08/2020,6454,6425	
110 ST,02/09/2020,4471,4764	
110 ST,02/10/2020,10332,9456	
110 ST,02/11/2020,10842,9839	
110 ST,02/12/2020,10905,9818	
110 ST,02/13/2020,11003,9948	
110 ST,02/14/2020,11143,9901	
110 ST,02/15/2020,5746,5753	
110 ST,02/16/2020,4558,4599	
110 ST,02/17/2020,6147,5904	
110 ST,02/18/2020,9028,8595	
110 ST,02/19/2020,9366,8904	
110 ST,02/20/2020,9597,8734	
110 ST,02/21/2020,9519,9152	
110 ST,02/22/2020,6221,6322	
110 ST,02/23/2020,4465,4680	
110 ST,02/24/2020,10312,9341	
110 ST,02/25/2020,10678,9790	
110 ST,02/26/2020,11014,9925	
110 ST,02/27/2020,10915,9916	
110 ST,02/28/2020,11225,10321	
110 ST,02/29/2020,6340,6127	
110 ST,03/01/2020,4499,4875	
110 ST,03/02/2020,10248,9466	
110 ST,03/03/2020,10802,9785	
110 ST,03/04/2020,10825,9957	
110 ST,03/05/2020,10779,9849	
110 ST,03/06/2020,10622,9985	
110 ST,03/07/2020,10226,10358	
110 ST,03/09/2020,9950,9374	
110 ST,03/10/2020,10192,9545	
110 ST,03/11/2020,10137,9328	
110 ST,03/12/2020,9361,8916	
110 ST,03/13/2020,8505,8668	
110 ST,03/14/2020,4469,5037	
110 ST,03/15/2020,3200,3775	
110 ST,03/16/2020,5234,5614	
110 ST,03/17/2020,4797,5301	
110 ST,03/18/2020,4482,4808	
110 ST,03/19/2020,4075,4506	
110 ST,03/20/2020,3705,4202	
110 ST,03/21/2020,2007,2485	
110 ST,03/22/2020,1384,1863	
110 ST,03/23/2020,2088,2661	
110 ST,03/24/2020,2268,2877	
110 ST,03/25/2020,1408,2483	
110 ST,03/26/2020,2027,2593	
110 ST,03/27/2020,2248,3054	
110 ST,03/28/2020,1251,2011	
110 ST,03/29/2020,1006,1663	
110 ST,03/30/2020,1832,2326	
110 ST,03/31/2020,1879,2475	
110 ST,04/01/2020,1751,2502	
110 ST,04/02/2020,1760,2310	
110 ST,04/03/2020,1700,2255	
110 ST,04/04/2020,1059,1664	
110 ST,04/05/2020,866,1326	
110 ST,04/06/2020,1518,2206	
110 ST,04/07/2020,1446,2008	
110 ST,04/08/2020,1447,2085	
110 ST,04/09/2020,1339,1921	
110 ST,04/10/2020,1431,2009	
110 ST,04/11/2020,936,1492	
110 ST,04/12/2020,709,1217	
110 ST,04/13/2020,1175,1885	
110 ST,04/14/2020,1338,2088	
110 ST,04/15/2020,1334,2022	
110 ST,04/16/2020,1345,2008	
110 ST,04/17/2020,1443,2072	
110 ST,04/18/2020,908,1368	
110 ST,04/19/2020,770,1345	
110 ST,04/20/2020,1404,2121	
110 ST,04/21/2020,1321,2004	
110 ST,04/22/2020,1505,2185	
110 ST,04/23/2020,1417,2044	
110 ST,04/24/2020,1400,2195	
110 ST,04/25/2020,982,1678	
110 ST,04/26/2020,719,1363	
110 ST,04/27/2020,1512,2264	
110 ST,04/28/2020,1660,2300	
110 ST,04/29/2020,1634,2201	
110 ST,04/30/2020,1503,2153	
110 ST,05/01/2020,1696,2280	
110 ST,05/02/2020,1050,1888	
110 ST,05/03/2020,778,1529	
110 ST,05/04/2020,1608,2209	
110 ST,05/05/2020,1691,2446	
110 ST,05/06/2020,1696,2308	
110 ST,05/07/2020,1709,2369	
110 ST,05/08/2020,1724,2297	
110 ST,05/09/2020,1090,1706	
110 ST,05/10/2020,836,1578	
110 ST,05/11/2020,1582,2261	
110 ST,05/12/2020,1730,2464	
110 ST,05/13/2020,1856,2400	
110 ST,05/14/2020,1841,2446	
110 ST,05/15/2020,1861,2708	
110 ST,05/16/2020,1123,1875	
110 ST,05/17/2020,894,1628	
110 ST,05/18/2020,1826,2453	
110 ST,05/19/2020,1855,2495	
110 ST,05/20/2020,1813,2587	
110 ST,05/21/2020,1924,2588	
110 ST,05/22/2020,1905,2703	
110 ST,05/23/2020,1140,1714	
110 ST,05/24/2020,1046,1623	
110 ST,05/25/2020,1239,1925	
110 ST,05/26/2020,1877,2688	
110 ST,05/27/2020,1984,2687	
110 ST,05/28/2020,2004,2603	
110 ST,05/29/2020,1819,2661	
110 ST,05/30/2020,1276,2262	
110 ST,05/31/2020,970,1810	
110 ST,06/01/2020,1827,2930	
110 ST,06/02/2020,1988,2740	
110 ST,06/03/2020,1853,2633	
110 ST,06/04/2020,2096,2916	
110 ST,06/05/2020,2045,2877	
110 ST,06/06/2020,1292,2209	
110 ST,06/07/2020,1094,1949	
110 ST,06/08/2020,2147,2931	
110 ST,06/09/2020,2330,3055	
110 ST,06/10/2020,2388,3116	
110 ST,06/11/2020,2258,3073	
110 ST,06/12/2020,2581,3442	
110 ST,06/13/2020,1465,2508	
110 ST,06/14/2020,1310,2020	
110 ST,06/15/2020,2508,3404	
110 ST,06/16/2020,2505,3398	
110 ST,06/17/2020,2530,3498	
110 ST,06/18/2020,2404,3361	
110 ST,06/19/2020,2666,3705	
110 ST,06/20/2020,1630,2450	
110 ST,06/21/2020,1269,2023	
110 ST,06/22/2020,2614,3685	
